job_id,asset_id,department,corridor_id,station,km,job_type,severity,priority_score,due_date,estimated_duration_min,crew_required,equipment_required,block_required,status,source_system
TMS-JOB-114,TMS-C02-JOINT-0131,Engineering,C02,RJY,203.8,PWAY_USFD_TESTING_REPAIR,CRITICAL,88,2026-09-12,150,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-115,TMS-C02-TRACK-0132,Engineering,C02,RJY,205.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-13,45,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-116,TMS-C02-TURNOUT-0133,Engineering,C02,NDD,225.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-14,60,CREW-ENG-BZA-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-117,TMS-C02-SLEEPER-0134,Engineering,C02,NDD,227.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-15,90,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-118,TMS-C02-JOINT-0135,Engineering,C02,TDD,245.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-16,120,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-119,TMS-C02-CURVE-0136,Engineering,C02,TDD,247.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-17,150,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-120,TMS-C02-JOINT-0137,Engineering,C02,EE,292.8,BALLAST_CLEANING_BCM,CRITICAL,88,2026-09-08,45,CREW-ENG-BZA-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-121,TMS-C02-TRACK-0138,Engineering,C02,EE,294.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-09,60,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-122,TMS-C03-TURNOUT-0139,Engineering,C03,GNT,12.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-10,90,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-123,TMS-C03-SLEEPER-0140,Engineering,C03,GNT,14.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-11,120,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-124,TMS-C03-JOINT-0141,Engineering,C03,NRT,48.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-12,150,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-125,TMS-C03-CURVE-0142,Engineering,C03,NRT,50.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-13,45,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-126,TMS-C03-JOINT-0143,Engineering,C03,VKN,85.8,PWAY_USFD_TESTING_REPAIR,CRITICAL,88,2026-09-14,60,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-127,TMS-C03-TRACK-0144,Engineering,C03,VKN,87.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-15,90,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-128,TMS-C03-TURNOUT-0145,Engineering,C03,DKD,122.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-16,120,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-129,TMS-C03-SLEEPER-0146,Engineering,C03,DKD,124.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-17,150,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-130,TMS-C03-JOINT-0147,Engineering,C03,MRK,147.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-08,45,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-131,TMS-C03-CURVE-0148,Engineering,C03,MRK,149.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-09,60,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-132,TMS-C03-JOINT-0149,Engineering,C03,GID,206.8,BALLAST_CLEANING_BCM,CRITICAL,88,2026-09-10,90,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-133,TMS-C03-TRACK-0150,Engineering,C03,GID,208.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-11,120,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-134,TMS-C03-TURNOUT-0151,Engineering,C03,NDL,255.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-12,150,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-135,TMS-C03-SLEEPER-0152,Engineering,C03,NDL,257.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-13,45,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-136,TMS-C04-JOINT-0153,Engineering,C04,GTL,10.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-14,60,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-137,TMS-C04-CURVE-0154,Engineering,C04,GTL,12.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-15,90,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-138,TMS-C04-JOINT-0155,Engineering,C04,GY,32.8,PWAY_USFD_TESTING_REPAIR,CRITICAL,88,2026-09-16,120,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-139,TMS-C04-TRACK-0156,Engineering,C04,GY,34.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-17,150,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-140,TMS-C04-TURNOUT-0157,Engineering,C04,TU,79.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-08,45,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-141,TMS-C04-SLEEPER-0158,Engineering,C04,TU,81.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-09,60,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-142,TMS-C04-JOINT-0159,Engineering,C04,KDP,106.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-10,90,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-143,TMS-C04-CURVE-0160,Engineering,C04,KDP,108.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-11,120,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-144,TMS-C04-JOINT-0161,Engineering,C04,YA,146.8,BALLAST_CLEANING_BCM,CRITICAL,88,2026-09-12,150,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-145,TMS-C04-TRACK-0162,Engineering,C04,YA,148.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-13,45,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-146,TMS-C04-TURNOUT-0163,Engineering,C04,HX,186.8,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-14,60,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-147,TMS-C04-SLEEPER-0164,Engineering,C04,HX,188.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-15,90,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-148,TMS-C04-JOINT-0165,Engineering,C04,RJP,237.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-16,120,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-149,TMS-C04-CURVE-0166,Engineering,C04,RJP,239.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-17,150,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-150,TMS-C04-JOINT-0167,Engineering,C04,KOU,270.8,PWAY_USFD_TESTING_REPAIR,CRITICAL,88,2026-09-08,45,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-151,TMS-C04-TRACK-0168,Engineering,C04,KOU,272.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-09,60,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-152,TMS-C04-TURNOUT-0169,Engineering,C04,RU,311.8,BALLAST_CLEANING_BCM,MEDIUM,62,2026-09-10,90,CREW-ENG-GTL-01,BCM_CLEANER,YES,PENDING_BLOCK,TMS
TMS-JOB-153,TMS-C04-SLEEPER-0170,Engineering,C04,RU,313.4,PWAY_USFD_TESTING_REPAIR,HIGH,76,2026-09-11,120,CREW-ENG-GTL-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-154,TMS-C01-TRK-1042,Engineering,C01,OGL,124.4,PWAY_USFD_TESTING_REPAIR,MEDIUM,62,2026-09-12,150,CREW-ENG-BZA-01,TRACK_JACK_HEAVY,YES,PENDING_BLOCK,TMS
TMS-JOB-155,TMS-C01-TRK-UNKNOWN,Civil_Engg,C01,OGL,124.9,EMERGENCY_BOLT_REPLACEMENT,high,75,2026-09-09,45,CREW-ENG-BZA-02,TORQUE_WRENCH,YES,PENDING_BLOCK,TMS
