asset_id,asset_type,subtype,station,division,zone,corridor_id,km,criticality,installation_date,condition_score,status
SMMS-C04-SIG-0511,SIGNAL_LED_MULTI_ASPECT,S&T Asset KOU Relay Room Sector 2,KOU,Guntakal,SCoR,C04,270.5,MEDIUM,2023-03-10,81,OPERATIONAL
SMMS-C01-SIG-0512,DIGITAL_AXLE_COUNTER,S&T Asset GDR Relay Room Sector 3,GDR,Vijayawada,SCoR,C01,291.0,HIGH,2020-03-10,82,MAINTENANCE_DUE
SMMS-C02-SIG-0513,POINT_MACHINE_143,S&T Asset TUNI Relay Room Sector 4,TUNI,Vijayawada,SCoR,C02,101.0,MEDIUM,2021-03-10,83,OPERATIONAL
SMMS-C03-SIG-0514,DIGITAL_AXLE_COUNTER,S&T Asset DKD Relay Room Sector 5,DKD,Guntur,SCoR,C03,124.0,HIGH,2022-03-10,84,OPERATIONAL
SMMS-C04-SIG-0515,SIGNAL_LED_MULTI_ASPECT,S&T Asset TU Relay Room Sector 6,TU,Guntakal,SCoR,C04,79.0,MEDIUM,2023-03-10,85,OPERATIONAL
SMMS-C01-SIG-0516,POINT_MACHINE_143,S&T Asset CLX Relay Room Sector 1,CLX,Vijayawada,SCoR,C01,92.5,HIGH,2020-03-10,86,MAINTENANCE_DUE
SMMS-C02-SIG-0517,SIGNAL_LED_MULTI_ASPECT,S&T Asset NDD Relay Room Sector 2,NDD,Vijayawada,SCoR,C02,226.0,MEDIUM,2021-03-10,87,OPERATIONAL
SMMS-C03-SIG-0518,DIGITAL_AXLE_COUNTER,S&T Asset GNT Relay Room Sector 3,GNT,Guntur,SCoR,C03,13.5,HIGH,2022-03-10,88,OPERATIONAL
SMMS-C04-SIG-0519,POINT_MACHINE_143,S&T Asset RJP Relay Room Sector 4,RJP,Guntakal,SCoR,C04,239.0,MEDIUM,2023-03-10,89,OPERATIONAL
SMMS-C01-SIG-0520,DIGITAL_AXLE_COUNTER,S&T Asset NLR Relay Room Sector 5,NLR,Vijayawada,SCoR,C01,257.0,HIGH,2020-03-10,90,MAINTENANCE_DUE
SMMS-C02-SIG-0521,SIGNAL_LED_MULTI_ASPECT,S&T Asset DVD Relay Room Sector 6,DVD,Vijayawada,SCoR,C02,21.0,MEDIUM,2021-03-10,91,OPERATIONAL
SMMS-C03-SIG-0522,POINT_MACHINE_143,S&T Asset MRK Relay Room Sector 1,MRK,Guntur,SCoR,C03,148.0,HIGH,2022-03-10,92,OPERATIONAL
SMMS-C04-SIG-0523,SIGNAL_LED_MULTI_ASPECT,S&T Asset GY Relay Room Sector 2,GY,Guntakal,SCoR,C04,33.5,MEDIUM,2023-03-10,93,OPERATIONAL
SMMS-C01-SIG-0524,DIGITAL_AXLE_COUNTER,S&T Asset BPP Relay Room Sector 3,BPP,Vijayawada,SCoR,C01,78.5,HIGH,2020-03-10,94,MAINTENANCE_DUE
SMMS-C02-SIG-0525,POINT_MACHINE_143,S&T Asset SLO Relay Room Sector 4,SLO,Vijayawada,SCoR,C02,152.0,MEDIUM,2021-03-10,60,OPERATIONAL
SMMS-C03-SIG-0526,DIGITAL_AXLE_COUNTER,S&T Asset NRT Relay Room Sector 5,NRT,Guntur,SCoR,C03,48.5,HIGH,2022-03-10,61,OPERATIONAL
SMMS-C04-SIG-0527,SIGNAL_LED_MULTI_ASPECT,S&T Asset HX Relay Room Sector 6,HX,Guntakal,SCoR,C04,187.0,MEDIUM,2023-03-10,62,OPERATIONAL
SMMS-C01-SIG-0528,POINT_MACHINE_143,S&T Asset KVZ Relay Room Sector 1,KVZ,Vijayawada,SCoR,C01,207.5,HIGH,2020-03-10,63,MAINTENANCE_DUE
SMMS-C02-SIG-0529,SIGNAL_LED_MULTI_ASPECT,S&T Asset EE Relay Room Sector 2,EE,Vijayawada,SCoR,C02,294.0,MEDIUM,2021-03-10,64,OPERATIONAL
SMMS-C03-SIG-0530,DIGITAL_AXLE_COUNTER,S&T Asset GID Relay Room Sector 3,GID,Guntur,SCoR,C03,206.0,HIGH,2022-03-10,65,OPERATIONAL
SMMS-C04-SIG-0531,POINT_MACHINE_143,S&T Asset GTL Relay Room Sector 4,GTL,Guntakal,SCoR,C04,10.5,MEDIUM,2023-03-10,66,OPERATIONAL
SMMS-C01-SIG-0532,DIGITAL_AXLE_COUNTER,S&T Asset TEL Relay Room Sector 5,TEL,Vijayawada,SCoR,C01,36.0,HIGH,2020-03-10,67,MAINTENANCE_DUE
SMMS-C02-SIG-0533,SIGNAL_LED_MULTI_ASPECT,S&T Asset TUNI Relay Room Sector 6,TUNI,Vijayawada,SCoR,C02,101.0,MEDIUM,2021-03-10,68,OPERATIONAL
SMMS-C03-SIG-0534,POINT_MACHINE_143,S&T Asset VKN Relay Room Sector 1,VKN,Guntur,SCoR,C03,87.0,HIGH,2022-03-10,69,OPERATIONAL
SMMS-C04-SIG-0535,SIGNAL_LED_MULTI_ASPECT,S&T Asset YA Relay Room Sector 2,YA,Guntakal,SCoR,C04,146.0,MEDIUM,2023-03-10,70,OPERATIONAL
SMMS-C01-SIG-0536,DIGITAL_AXLE_COUNTER,S&T Asset SKM Relay Room Sector 3,SKM,Vijayawada,SCoR,C01,168.5,HIGH,2020-03-10,71,MAINTENANCE_DUE
SMMS-C02-SIG-0537,POINT_MACHINE_143,S&T Asset NDD Relay Room Sector 4,NDD,Vijayawada,SCoR,C02,226.0,MEDIUM,2021-03-10,72,OPERATIONAL
SMMS-C03-SIG-0538,DIGITAL_AXLE_COUNTER,S&T Asset NDL Relay Room Sector 5,NDL,Guntur,SCoR,C03,256.5,HIGH,2022-03-10,73,OPERATIONAL
SMMS-C04-SIG-0539,SIGNAL_LED_MULTI_ASPECT,S&T Asset RU Relay Room Sector 6,RU,Guntakal,SCoR,C04,313.0,MEDIUM,2023-03-10,74,OPERATIONAL
SMMS-C01-SIG-0540,POINT_MACHINE_143,S&T Asset BZA Relay Room Sector 1,BZA,Vijayawada,SCoR,C01,10.5,HIGH,2020-03-10,75,MAINTENANCE_DUE
SMMS-C02-SIG-0541,SIGNAL_LED_MULTI_ASPECT,S&T Asset DVD Relay Room Sector 2,DVD,Vijayawada,SCoR,C02,21.0,MEDIUM,2021-03-10,76,OPERATIONAL
SMMS-C03-SIG-0542,DIGITAL_AXLE_COUNTER,S&T Asset DKD Relay Room Sector 3,DKD,Guntur,SCoR,C03,123.0,HIGH,2022-03-10,77,OPERATIONAL
SMMS-C04-SIG-0543,POINT_MACHINE_143,S&T Asset KDP Relay Room Sector 4,KDP,Guntakal,SCoR,C04,107.5,MEDIUM,2023-03-10,78,OPERATIONAL
SMMS-C01-SIG-0544,DIGITAL_AXLE_COUNTER,S&T Asset OGL Relay Room Sector 5,OGL,Vijayawada,SCoR,C01,137.0,HIGH,2020-03-10,79,MAINTENANCE_DUE
SMMS-C02-SIG-0545,SIGNAL_LED_MULTI_ASPECT,S&T Asset SLO Relay Room Sector 6,SLO,Vijayawada,SCoR,C02,152.0,MEDIUM,2021-03-10,80,OPERATIONAL
SMMS-C03-SIG-0546,POINT_MACHINE_143,S&T Asset GNT Relay Room Sector 1,GNT,Guntur,SCoR,C03,12.5,HIGH,2022-03-10,81,OPERATIONAL
SMMS-C04-SIG-0547,SIGNAL_LED_MULTI_ASPECT,S&T Asset KOU Relay Room Sector 2,KOU,Guntakal,SCoR,C04,271.0,MEDIUM,2023-03-10,82,OPERATIONAL
SMMS-C01-SIG-0548,DIGITAL_AXLE_COUNTER,S&T Asset GDR Relay Room Sector 3,GDR,Vijayawada,SCoR,C01,291.5,HIGH,2020-03-10,83,MAINTENANCE_DUE
SMMS-C02-SIG-0549,POINT_MACHINE_143,S&T Asset EE Relay Room Sector 4,EE,Vijayawada,SCoR,C02,294.0,MEDIUM,2021-03-10,84,OPERATIONAL
SMMS-C03-SIG-0550,DIGITAL_AXLE_COUNTER,S&T Asset MRK Relay Room Sector 5,MRK,Guntur,SCoR,C03,147.0,HIGH,2022-03-10,85,OPERATIONAL
SMMS-C04-SIG-0551,SIGNAL_LED_MULTI_ASPECT,S&T Asset TU Relay Room Sector 6,TU,Guntakal,SCoR,C04,79.5,MEDIUM,2023-03-10,86,OPERATIONAL
SMMS-C01-SIG-0552,POINT_MACHINE_143,S&T Asset CLX Relay Room Sector 1,CLX,Vijayawada,SCoR,C01,93.0,HIGH,2020-03-10,87,MAINTENANCE_DUE
SMMS-C02-SIG-0553,SIGNAL_LED_MULTI_ASPECT,S&T Asset TUNI Relay Room Sector 2,TUNI,Vijayawada,SCoR,C02,101.0,MEDIUM,2021-03-10,88,OPERATIONAL
SMMS-C03-SIG-0554,DIGITAL_AXLE_COUNTER,S&T Asset NRT Relay Room Sector 3,NRT,Guntur,SCoR,C03,50.0,HIGH,2022-03-10,89,OPERATIONAL
SMMS-C04-SIG-0555,POINT_MACHINE_143,S&T Asset RJP Relay Room Sector 4,RJP,Guntakal,SCoR,C04,237.0,MEDIUM,2023-03-10,90,OPERATIONAL
SMMS-C01-SIG-0556,DIGITAL_AXLE_COUNTER,S&T Asset NLR Relay Room Sector 5,NLR,Vijayawada,SCoR,C01,257.5,HIGH,2020-03-10,91,MAINTENANCE_DUE
SMMS-C02-SIG-0557,SIGNAL_LED_MULTI_ASPECT,S&T Asset NDD Relay Room Sector 6,NDD,Vijayawada,SCoR,C02,226.0,MEDIUM,2021-03-10,92,OPERATIONAL
SMMS-C03-SIG-0558,POINT_MACHINE_143,S&T Asset GID Relay Room Sector 1,GID,Guntur,SCoR,C03,207.5,HIGH,2022-03-10,93,OPERATIONAL
SMMS-C04-SIG-0559,SIGNAL_LED_MULTI_ASPECT,S&T Asset GY Relay Room Sector 2,GY,Guntakal,SCoR,C04,34.0,MEDIUM,2023-03-10,94,OPERATIONAL
